municipio_origem,uf_origem,municipio_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km,data_padronizada
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2023,Dezembro,217,"110,0","0,5069",12/2023
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Fevereiro,217,"107,0","0,4931",02/2024
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Março,217,"104,0","0,4793",03/2024
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Abril,217,"105,0","0,4839",04/2024
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Maio,217,"108,0","0,4977",05/2024
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Junho,217,"108,0","0,4977",06/2024
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Julho,217,"109,0","0,5023",07/2024
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Agosto,217,"110,0","0,5069",08/2024
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Setembro,217,"110,0","0,5069",09/2024
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Outubro,217,"112,0","0,5161",10/2024
PATOS DE MINAS-MG                                 ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Novembro,217,"112,0","0,5161",11/2024
PEDRA PRETA-MT                                    ,MT        ,SÃO LUÍS-MA                                       ,MA        ,2016,Março,2872,"347,4","0,121",03/2016
PEDRA PRETA-MT                                    ,MT        ,ITAPURANGA-GO                                     ,GO        ,2016,Março,868,"124,38","0,1433",03/2016
PEDRA PRETA-MT                                    ,MT        ,PALMEIRAS DE GOIÁS-GO                             ,GO        ,2016,Março,671,"124,38","0,1854",03/2016
PEDRA PRETA-MT                                    ,MT        ,ERECHIM-RS                                        ,RS        ,2016,Março,1661,"238,84","0,1438",03/2016
PEDRA PRETA-MT                                    ,MT        ,ITAPURANGA-GO                                     ,GO        ,2016,Maio,868,"132,8","0,153",05/2016
PEDRA PRETA-MT                                    ,MT        ,ARCOVERDE-PE                                      ,PE        ,2016,Maio,3047,"379,8","0,1246",05/2016
PEDRA PRETA-MT                                    ,MT        ,MARACANAÚ-CE                                      ,CE        ,2016,Maio,3442,"402,6","0,117",05/2016
PEDRA PRETA-MT                                    ,MT        ,PATOS-PB                                          ,PB        ,2016,Maio,3184,"386,0","0,1212",05/2016
PEDRA PRETA-MT                                    ,MT        ,SÃO LUÍS DE MONTES BELOS-GO                       ,GO        ,2016,Maio,714,"132,8","0,186",05/2016
PEDRA PRETA-MT                                    ,MT        ,CAICÓ-RN                                          ,RN        ,2016,Julho,3278,"366,67","0,1119",07/2016
PEDRA PRETA-MT                                    ,MT        ,ARCOVERDE-PE                                      ,PE        ,2016,Julho,3047,"352,0","0,1155",07/2016
PEDRA PRETA-MT                                    ,MT        ,PARNAÍBA-PI                                       ,PI        ,2016,Julho,3162,"329,2","0,1041",07/2016
PEDRA PRETA-MT                                    ,MT        ,PATOS-PB                                          ,PB        ,2016,Julho,3184,"364,8","0,1146",07/2016
PEDRA PRETA-MT                                    ,MT        ,JOÃO PESSOA-PB                                    ,PB        ,2016,Julho,3325,"364,8","0,1097",07/2016
PEDRA PRETA-MT                                    ,MT        ,CRUZEIRO DO SUL-RS                                ,RS        ,2016,Setembro,1950,"181,33","0,093",09/2016
PEDRA PRETA-MT                                    ,MT        ,PETROLINA DE GOIÁS-GO                             ,GO        ,2016,Setembro,824,"87,4","0,1061",09/2016
PEDRA PRETA-MT                                    ,MT        ,UMARIZAL-RN                                       ,RN        ,2016,Setembro,3219,"315,0","0,0979",09/2016
PEDRA PRETA-MT                                    ,MT        ,NATAL-RN                                          ,RN        ,2016,Setembro,3504,"315,0","0,0899",09/2016
PEDRA PRETA-MT                                    ,MT        ,CAMPINA GRANDE-PB                                 ,PB        ,2016,Setembro,3290,"309,29","0,094",09/2016
PEDRA PRETA-MT                                    ,MT        ,JOÃO CÂMARA-RN                                    ,RN        ,2016,Setembro,3517,"315,0","0,0896",09/2016
PEDRA PRETA-MT                                    ,MT        ,CURRAIS NOVOS-RN                                  ,RN        ,2016,Setembro,3372,"315,0","0,0934",09/2016
PEDRA PRETA-MT                                    ,MT        ,CAICÓ-RN                                          ,RN        ,2016,Setembro,3278,"315,0","0,0961",09/2016
PEDRA PRETA-MT                                    ,MT        ,AÇU-RN                                            ,RN        ,2016,Setembro,3364,"315,0","0,0936",09/2016
PEDRA PRETA-MT                                    ,MT        ,IGUATU-CE                                         ,CE        ,2016,Setembro,3161,"310,0","0,0981",09/2016
PEDRA PRETA-MT                                    ,MT        ,RUSSAS-CE                                         ,CE        ,2016,Setembro,3341,"310,0","0,0928",09/2016
PEDRA PRETA-MT                                    ,MT        ,PATOS-PB                                          ,PB        ,2016,Setembro,3184,"309,29","0,0971",09/2016
PEDRA PRETA-MT                                    ,MT        ,MONTEIRO-PB                                       ,PB        ,2016,Novembro,3150,"292,68","0,0929",11/2016
PEDRA PRETA-MT                                    ,MT        ,NATAL-RN                                          ,RN        ,2016,Novembro,3504,"306,6","0,0875",11/2016
PEDRA PRETA-MT                                    ,MT        ,IGUATU-CE                                         ,CE        ,2016,Novembro,3161,"304,35","0,0963",11/2016
PEDRA PRETA-MT                                    ,MT        ,JUIZ DE FORA-MG                                   ,MG        ,2016,Novembro,1641,"225,0","0,1371",11/2016
PEDRA PRETA-MT                                    ,MT        ,RUSSAS-CE                                         ,CE        ,2016,Novembro,3314,"304,35","0,0918",11/2016
PEDRA PRETA-MT                                    ,MT        ,CAICÓ-RN                                          ,RN        ,2016,Novembro,3278,"306,6","0,0935",11/2016
PEDRA PRETA-MT                                    ,MT        ,ARCOVERDE-PE                                      ,PE        ,2016,Novembro,3047,"280,9","0,0922",11/2016
PEDRA PRETA-MT                                    ,MT        ,PATOS-PB                                          ,PB        ,2016,Novembro,3184,"292,67","0,0919",11/2016
PEDRA PRETA-MT                                    ,MT        ,CRATEÚS-CE                                        ,CE        ,2017,Março,3071,"405,86","0,1322",03/2017
PEDRA PRETA-MT                                    ,MT        ,MOSSORÓ-RN                                        ,RN        ,2017,Março,3333,"413,78","0,1241",03/2017
PEDRA PRETA-MT                                    ,MT        ,JOÃO CÂMARA-RN                                    ,RN        ,2017,Março,3517,"413,69","0,1176",03/2017
PEDRA PRETA-MT                                    ,MT        ,CAICÓ-RN                                          ,RN        ,2017,Março,3278,"413,62","0,1262",03/2017
PEDRA PRETA-MT                                    ,MT        ,RECIFE-PE                                         ,PE        ,2017,Março,3206,"417,25","0,1301",03/2017
PEDRA PRETA-MT                                    ,MT        ,ARCOVERDE-PE                                      ,PE        ,2017,Março,3047,"417,25","0,1369",03/2017
PEDRA PRETA-MT                                    ,MT        ,RUSSAS-CE                                         ,CE        ,2017,Março,3341,"405,86","0,1215",03/2017
PEDRA PRETA-MT                                    ,MT        ,MARACANAÚ-CE                                      ,CE        ,2017,Março,3442,"405,83","0,1179",03/2017
PEDRA PRETA-MT                                    ,MT        ,NATAL-RN                                          ,RN        ,2017,Março,3504,"413,62","0,118",03/2017
PEDRA PRETA-MT                                    ,MT        ,CAMPINA GRANDE-PB                                 ,PB        ,2017,Junho,3290,"383,6","0,1166",06/2017
PEDRA PRETA-MT                                    ,MT        ,UMARIZAL-RN                                       ,RN        ,2017,Julho,3219,"414,95","0,1289",07/2017
PEDRA PRETA-MT                                    ,MT        ,JOÃO CÂMARA-RN                                    ,RN        ,2017,Julho,3517,"412,77","0,1174",07/2017
PEDRA PRETA-MT                                    ,MT        ,ARCOVERDE-PE                                      ,PE        ,2017,Julho,3047,"405,42","0,1331",07/2017
PEDRA PRETA-MT                                    ,MT        ,CAICÓ-RN                                          ,RN        ,2017,Julho,3278,"414,96","0,1266",07/2017
PEDRA PRETA-MT                                    ,MT        ,BOA VISTA-RR                                      ,RR        ,2017,Agosto,1869,"723,45","0,3871",08/2017
PEDRA PRETA-MT                                    ,MT        ,RIO BRANCO-AC                                     ,AC        ,2017,Agosto,2402,"389,4","0,1621",08/2017
PEDRA PRETA-MT                                    ,MT        ,PALMEIRA DO PIAUÍ-PI                              ,PI        ,2017,Outubro,2166,"393,02","0,1814",10/2017
PEDRA PRETA-MT                                    ,MT        ,JOÃO CÂMARA-RN                                    ,RN        ,2017,Outubro,3517,"466,42","0,1326",10/2017
